# of Bandits,UCB,TS,,,,,,,,,,
50,0.000258217,0.000255746,0.000274573,0.000271202,0.000342071,0.000282244,0.000246048,0.000260928,0.000247854,0.000262845,0.000298506,0.00025161
100,0.000503977,0.000470468,0.000484068,0.000580738,0.000502107,0.000516158,0.000443913,0.000451517,0.000431054,0.000486171,0.000533001,0.000442161
150,0.000689509,0.000699552,0.000697609,0.00077074,0.00078465,0.000756313,0.000658018,0.000653416,0.000654269,0.000695557,0.000770567,0.000655234
200,0.000956286,0.000914673,0.00089873,0.001029534,0.000981105,0.00109141,0.000899647,0.000874252,0.000892571,0.00092323,0.001034016,0.000888823
250,0.001164883,0.001123298,0.001164177,0.001247264,0.001237973,0.001240106,0.00112817,0.001114911,0.001361598,0.001150786,0.001241781,0.00120156
300,0.001730022,0.001390331,0.00214103,0.001642139,0.001503148,0.001729653,0.00132454,0.00133596,0.00175995,0.001753794,0.00162498,0.001473483
350,0.004860379,0.001656718,0.001637457,0.002630059,0.001844188,0.001848404,0.001611042,0.001596049,0.001666016,0.002718185,0.00210755,0.001624369
400,0.002001241,0.001860081,0.001880481,0.002036092,0.002039039,0.002096247,0.0017786,0.001775862,0.001768129,0.001913934,0.002057126,0.001774197
450,0.00227586,0.002179943,0.002104741,0.002354853,0.002293488,0.002262699,0.001984274,0.002064007,0.001977929,0.002186848,0.00230368,0.002008737
500,0.002322439,0.002342692,0.002367596,0.002623828,0.002527801,0.002670355,0.002236277,0.002200322,0.00226839,0.002344242,0.002607328,0.002234996
550,0.002626909,0.002586825,0.002520261,0.002797225,0.002779426,0.002844713,0.002429224,0.002453932,0.002405051,0.002577998,0.002807121,0.002429402
600,0.002801386,0.002787597,0.002781859,0.00305943,0.002940241,0.002985606,0.002732189,0.002630662,0.002758993,0.002790281,0.002995092,0.002707281
650,0.003055723,0.00301652,0.003067728,0.003302423,0.003367228,0.003282996,0.002900654,0.002936705,0.002907837,0.003046657,0.003317549,0.002915066
700,0.003441788,0.003242321,0.003293315,0.003621077,0.003558508,0.003595159,0.003391703,0.003084439,0.003136794,0.003325808,0.003591581,0.003204312
750,0.00349112,0.003478548,0.003541558,0.003918611,0.003802314,0.003918701,0.003361049,0.003323803,0.003352933,0.003503742,0.003879875,0.003345928
800,0.003715645,0.003761961,0.004955655,0.004117948,0.00410647,0.004348192,0.003625558,0.003637305,0.003599835,0.00414442,0.00419087,0.003620899
850,0.004051165,0.003856832,0.003970078,0.004776197,0.004142026,0.004506285,0.003661048,0.003696571,0.004077754,0.003959358,0.004474836,0.003811791
900,0.004754002,0.004653867,0.004192522,0.004553852,0.00417031,0.004741287,0.004629814,0.003889628,0.003895031,0.004533464,0.004488483,0.004138158
950,0.004382957,0.004161836,0.004299736,0.004331355,0.004735836,0.004733975,0.004095604,0.004104266,0.004127054,0.00428151,0.004600388,0.004108975
1000,0.00452192,0.004630344,0.004512717,0.005171612,0.004937058,0.005055742,0.004305947,0.004852391,0.004537446,0.004554994,0.005054804,0.004565262